name,street,city,state,postalCode,floorSize,price,type_of_house,property_type,no_of_days,url
"936 Azure St #c9, Sunnyvale, CA 94087",936 Azure St #C9,Sunnyvale,CA,94087,450,"$1,595/mo",Studio1 ba450 sqft,Apartment for rent,16 minutes ago,https://www.zillow.com/homedetails/936-Azure-St-C9-Sunnyvale-CA-94087/2077584903_zpid/
"1256 Poplar Ave Apt B, Sunnyvale, CA 94086",1256 Poplar Ave APT B,Sunnyvale,CA,94086,"1,000","$3,150/mo","2 bds2.5 ba1,000 sqft",Townhouse for rent,2 hours ago,https://www.zillow.com/homedetails/1256-Poplar-Ave-APT-B-Sunnyvale-CA-94086/2094020529_zpid/
"686 Foxtail Dr #b, Sunnyvale, CA 94086",686 Foxtail Dr #B,Sunnyvale,CA,94086,"2,200","$3,995/mo","3 bds2.5 ba2,200 sqft",Townhouse for rent,12 hours ago,https://www.zillow.com/homedetails/686-Foxtail-Dr-B-Sunnyvale-CA-94086/2117734630_zpid/
"821 W California Ave Unit G, Sunnyvale, CA 94086",821 W California Ave UNIT G,Sunnyvale,CA,94086,785,"$2,490/mo",2 bds1.5 ba785 sqft,Apartment for rent,15 hours ago,https://www.zillow.com/homedetails/821-W-California-Ave-UNIT-G-Sunnyvale-CA-94086/19521861_zpid/
"744 Golden Oak Ct Apt 4, Sunnyvale, CA 94086",744 Golden Oak Ct APT 4,Sunnyvale,CA,94086,560,"$2,095/mo",1 bd1 ba560 sqft,Apartment for rent,15 hours ago,https://www.zillow.com/homedetails/744-Golden-Oak-Ct-APT-4-Sunnyvale-CA-94086/2087215899_zpid/
"(Undisclosed Address), Sunnyvale, CA 94086",(undisclosed Address),Sunnyvale,CA,94086,,"$2,200/mo",1 bd1 ba-- sqft,Apartment for rent,16 hours ago,https://www.zillow.com/homedetails/Sunnyvale-CA-94086/2077594129_zpid/
"565 Fir Ave, Sunnyvale, CA 94085",565 Fir Ave,Sunnyvale,CA,94085,"1,304","$3,790/mo","3 bds2 ba1,304 sqft",House for rent,17 hours ago,https://www.zillow.com/homedetails/565-Fir-Ave-Sunnyvale-CA-94085/19542072_zpid/
"655 Reseda Dr Apt 9, Sunnyvale, CA 94087",655 Reseda Dr APT 9,Sunnyvale,CA,94087,650,"$1,900/mo",1 bd1 ba650 sqft,Apartment for rent,19 hours ago,https://www.zillow.com/homedetails/655-Reseda-Dr-APT-9-Sunnyvale-CA-94087/2092603381_zpid/
"596 La Conner Dr, Sunnyvale, CA 94087",596 La Conner Dr,Sunnyvale,CA,94087,"1,200","$3,295/mo","3 bds2.5 ba1,200 sqft",Apartment for rent,19 hours ago,https://www.zillow.com/homedetails/596-La-Conner-Dr-Sunnyvale-CA-94087/300475642_zpid/
"125 Connemara Way Apt 35, Sunnyvale, CA 94087",125 Connemara Way APT 35,Sunnyvale,CA,94087,"1,200","$3,280/mo","2 bds1.5 ba1,200 sqft",Townhouse for rent,19 hours ago,https://www.zillow.com/homedetails/125-Connemara-Way-APT-35-Sunnyvale-CA-94087/19614489_zpid/
"1726 Heron Ave, Sunnyvale, CA 94087",1726 Heron Ave,Sunnyvale,CA,94087,"1,644","$4,100/mo","3 bds2 ba1,644 sqft",House for rent,21 hours ago,https://www.zillow.com/homedetails/1726-Heron-Ave-Sunnyvale-CA-94087/19618320_zpid/
"220 W California Ave Apt A, Sunnyvale, CA 94086",220 W California Ave APT A,Sunnyvale,CA,94086,475,"$2,095/mo",1 bd1 ba475 sqft,Apartment for rent,22 hours ago,https://www.zillow.com/homedetails/220-W-California-Ave-APT-A-Sunnyvale-CA-94086/2113692620_zpid/
"1121 Borregas Ave #5, Sunnyvale, CA 94089",1121 Borregas Ave #5,Sunnyvale,CA,94089,800,"$2,395/mo",2 bds1 ba800 sqft,Apartment for rent,23 hours ago,https://www.zillow.com/homedetails/1121-Borregas-Ave-5-Sunnyvale-CA-94089/2077600098_zpid/
"308 Santa Diana Ter, Sunnyvale, CA 94085",308 Santa Diana Ter,Sunnyvale,CA,94085,"1,815","$4,750/mo","4 bds3.5 ba1,815 sqft",Townhouse for rent,1 day ago,https://www.zillow.com/homedetails/308-Santa-Diana-Ter-Sunnyvale-CA-94085/124745349_zpid/
"1051 Merrimac Dr, Sunnyvale, CA 94087",1051 Merrimac Dr,Sunnyvale,CA,94087,"1,041","$3,800/mo","3 bds1 ba1,041 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/1051-Merrimac-Dr-Sunnyvale-CA-94087/19537872_zpid/
"362 W Olive Ave Unit 4, Sunnyvale, CA 94086",362 W Olive Ave UNIT 4,Sunnyvale,CA,94086,825,"$2,350/mo",1 bd1 ba825 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/362-W-Olive-Ave-UNIT-4-Sunnyvale-CA-94086/2077603104_zpid/
"991 Bellomo Ave, Sunnyvale, CA 94086",991 Bellomo Ave,Sunnyvale,CA,94086,"2,635","$4,290/mo","3 bds2 ba2,635 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/991-Bellomo-Ave-Sunnyvale-CA-94086/19546838_zpid/
"965 Highland Ter, Sunnyvale, CA 94085",965 Highland Ter,Sunnyvale,CA,94085,"1,482","$3,800/mo","3 bds3 ba1,482 sqft",Condo for rent,1 day ago,https://www.zillow.com/homedetails/965-Highland-Ter-Sunnyvale-CA-94085/116085359_zpid/
"525 Crater Lake Ct, Sunnyvale, CA 94087",525 Crater Lake Ct,Sunnyvale,CA,94087,"1,214","$3,950/mo","3 bds2 ba1,214 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/525-Crater-Lake-Ct-Sunnyvale-CA-94087/19624509_zpid/
"125 Connemara Way Apt 168, Sunnyvale, CA 94087",125 Connemara Way APT 168,Sunnyvale,CA,94087,"1,209","$3,200/mo","2 bds1.5 ba1,209 sqft",Townhouse for rent,1 day ago,https://www.zillow.com/homedetails/125-Connemara-Way-APT-168-Sunnyvale-CA-94087/19614390_zpid/
"612 San Conrado Ter Unit 4, Sunnyvale, CA 94085",612 San Conrado Ter UNIT 4,Sunnyvale,CA,94085,"1,078","$3,695/mo","2 bds2 ba1,078 sqft",Condo for rent,1 day ago,https://www.zillow.com/homedetails/612-San-Conrado-Ter-UNIT-4-Sunnyvale-CA-94085/19541948_zpid/
"509 Solomon Ter, Sunnyvale, CA 94089",509 Solomon Ter,Sunnyvale,CA,94089,"1,579","$3,600/mo","2 bds2.5 ba1,579 sqft",Townhouse for rent,2 days ago,https://www.zillow.com/homedetails/509-Solomon-Ter-Sunnyvale-CA-94089/69301215_zpid/
"947 Rosette Ct, Sunnyvale, CA 94086",947 Rosette Ct,Sunnyvale,CA,94086,"1,200","$3,700/mo","2 bds2 ba1,200 sqft",House for rent,2 days ago,https://www.zillow.com/homedetails/947-Rosette-Ct-Sunnyvale-CA-94086/19549384_zpid/
"227 Charles St, Sunnyvale, CA 94086",227 Charles St,Sunnyvale,CA,94086,800,"$2,800/mo",2 bds1 ba800 sqft,House for rent,2 days ago,https://www.zillow.com/homedetails/227-Charles-St-Sunnyvale-CA-94086/19520767_zpid/
"1483 Falcon Ct, Sunnyvale, CA 94087",1483 Falcon Ct,Sunnyvale,CA,94087,"1,312","$3,600/mo","3 bds1.5 ba1,312 sqft",Townhouse for rent,2 days ago,https://www.zillow.com/homedetails/1483-Falcon-Ct-Sunnyvale-CA-94087/153287525_zpid/
"1273 Riesling Ter, Sunnyvale, CA 94087",1273 Riesling Ter,Sunnyvale,CA,94087,"1,160","$2,595/mo","2 bds1.5 ba1,160 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/1273-Riesling-Ter-Sunnyvale-CA-94087/19540524_zpid/
"1630 Ottawa Ct #33jphz4kx, Sunnyvale, CA 94087",1630 Ottawa Ct #33JPHZ4KX,Sunnyvale,CA,94087,850,"$1,700+/mo",Studio1 ba850 sqft,Apartment for rent,3 days ago,https://www.zillow.com/homedetails/1630-Ottawa-Ct-33JPHZ4KX-Sunnyvale-CA-94087/2077616775_zpid/
"(Undisclosed Address), Sunnyvale, CA 94087",(undisclosed Address),Sunnyvale,CA,94087,"1,390","$3,680/mo","3 bds2 ba1,390 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/Sunnyvale-CA-94087/2077621375_zpid/
"517 Hope Ter #2, Sunnyvale, CA 94087",517 Hope Ter #2,Sunnyvale,CA,94087,,"$1,950/mo",1 bd1 ba-- sqft,Apartment for rent,3 days ago,https://www.zillow.com/homedetails/517-Hope-Ter-2-Sunnyvale-CA-94087/2077622093_zpid/
"555 San Martin Ter, Sunnyvale, CA 94085",555 San Martin Ter,Sunnyvale,CA,94085,"2,002","$4,000/mo","4 bds3.5 ba2,002 sqft",House for rent,3 days ago,https://www.zillow.com/homedetails/555-San-Martin-Ter-Sunnyvale-CA-94085/2078319644_zpid/
"1204 Lynn Way, Sunnyvale, CA 94087",1204 Lynn Way,Sunnyvale,CA,94087,"1,151","$3,600/mo","3 bds1 ba1,151 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/1204-Lynn-Way-Sunnyvale-CA-94087/19537099_zpid/
"728 Alvarado Ave, Sunnyvale, CA 94085",728 Alvarado Ave,Sunnyvale,CA,94085,"1,202","$3,300/mo","3 bds2 ba1,202 sqft",Townhouse for rent,4 days ago,https://www.zillow.com/homedetails/728-Alvarado-Ave-Sunnyvale-CA-94085/153204750_zpid/
"743 S Bernardo Ave #368, Sunnyvale, CA 94087",743 S Bernardo Ave #368,Sunnyvale,CA,94087,767,"$3,290/mo",1 bd1 ba767 sqft,Apartment for rent,4 days ago,https://www.zillow.com/homedetails/743-S-Bernardo-Ave-368-Sunnyvale-CA-94087/2079642941_zpid/
"391 Sara Ave, Sunnyvale, CA 94086",391 Sara Ave,Sunnyvale,CA,94086,"1,530","$3,995/mo","3 bds2 ba1,530 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/391-Sara-Ave-Sunnyvale-CA-94086/19520558_zpid/
"956 S Wolfe Rd, Sunnyvale, CA 94086",956 S Wolfe Rd,Sunnyvale,CA,94086,"1,295","$2,700/mo","2 bds1.5 ba1,295 sqft",Townhouse for rent,4 days ago,https://www.zillow.com/homedetails/956-S-Wolfe-Rd-Sunnyvale-CA-94086/153210611_zpid/
"987 Belmont Ter Unit 2, Sunnyvale, CA 94086",987 Belmont Ter UNIT 2,Sunnyvale,CA,94086,"1,348","$2,950/mo","2 bds2.5 ba1,348 sqft",Apartment for rent,4 days ago,https://www.zillow.com/homedetails/987-Belmont-Ter-UNIT-2-Sunnyvale-CA-94086/19521452_zpid/
"634 W Garland Ter, Sunnyvale, CA 94086",634 W Garland Ter,Sunnyvale,CA,94086,"1,122","$3,300/mo","2 bds1.5 ba1,122 sqft",Apartment for rent,4 days ago,https://www.zillow.com/homedetails/634-W-Garland-Ter-Sunnyvale-CA-94086/19547724_zpid/
"566 Santa Tuscana Ter, Sunnyvale, CA 94085",566 Santa Tuscana Ter,Sunnyvale,CA,94085,"2,009","$4,300/mo","3 bds2.5 ba2,009 sqft",Townhouse for rent,4 days ago,https://www.zillow.com/homedetails/566-Santa-Tuscana-Ter-Sunnyvale-CA-94085/122246821_zpid/
"550 N Fair Oaks Ave Apt 15, Sunnyvale, CA 94085",550 N Fair Oaks Ave APT 15,Sunnyvale,CA,94085,"1,500","$3,675/mo","3 bds2 ba1,500 sqft",Apartment for rent,4 days ago,https://www.zillow.com/homedetails/550-N-Fair-Oaks-Ave-APT-15-Sunnyvale-CA-94085/2099109403_zpid/
"1249 Coronado Dr Apt 6, Sunnyvale, CA 94086",1249 Coronado Dr APT 6,Sunnyvale,CA,94086,870,"$2,050/mo",2 bds1 ba870 sqft,Apartment for rent,4 days ago,https://www.zillow.com/homedetails/1249-Coronado-Dr-APT-6-Sunnyvale-CA-94086/2092245622_zpid/
"501 Hope Ter Apt 1, Sunnyvale, CA 94087",501 Hope Ter APT 1,Sunnyvale,CA,94087,"1,650","$3,200/mo","3 bds1 ba1,650 sqft",Apartment for rent,4 days ago,https://www.zillow.com/homedetails/501-Hope-Ter-APT-1-Sunnyvale-CA-94087/2093031962_zpid/
"726 Hollenbeck Ave Apt 2, Sunnyvale, CA 94087",726 Hollenbeck Ave APT 2,Sunnyvale,CA,94087,"1,200","$2,900/mo","3 bds1.5 ba1,200 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/726-Hollenbeck-Ave-APT-2-Sunnyvale-CA-94087/2088142552_zpid/
"1369 Selo Dr, Sunnyvale, CA 94087",1369 Selo Dr,Sunnyvale,CA,94087,"1,591","$4,900/mo","4 bds3 ba1,591 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/1369-Selo-Dr-Sunnyvale-CA-94087/19623314_zpid/
"506 Hope Ter Apt 4, Sunnyvale, CA 94087",506 Hope Ter APT 4,Sunnyvale,CA,94087,850,"$1,950/mo",1 bd1 ba850 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/506-Hope-Ter-APT-4-Sunnyvale-CA-94087/2077649442_zpid/
"250 Santa Fe Ter Apt 218, Sunnyvale, CA 94085",250 Santa Fe Ter APT 218,Sunnyvale,CA,94085,"1,182","$3,200/mo","3 bds2 ba1,182 sqft",Apartment for rent,5 days ago,https://www.zillow.com/homedetails/250-Santa-Fe-Ter-APT-218-Sunnyvale-CA-94085/19544910_zpid/
"1301 Victoria Ter #1, Sunnyvale, CA 94087",1301 Victoria Ter #1,Sunnyvale,CA,94087,"1,548","$3,500/mo","2 bds2.5 ba1,548 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/1301-Victoria-Ter-1-Sunnyvale-CA-94087/2077653994_zpid/
"782 W Homestead Rd, Sunnyvale, CA 94087",782 W Homestead Rd,Sunnyvale,CA,94087,"1,340","$3,300/mo","3 bds2 ba1,340 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/782-W-Homestead-Rd-Sunnyvale-CA-94087/153300941_zpid/
"256 View St #256, Mountain View, CA 94041",256 View St #256,Mountain View,CA,94041,"1,332","$4,950/mo","2 bds2.5 ba1,332 sqft",Condo for rent,141 days ago,https://www.zillow.com/homedetails/256-View-St-256-Mountain-View-CA-94041/2079551382_zpid/
"2255 Showers Dr Apt 381, Mountain View, CA 94040",2255 Showers Dr APT 381,Mountain View,CA,94040,"1,233","$3,850/mo","3 bds2 ba1,233 sqft",Condo for rent,143 days ago,https://www.zillow.com/homedetails/2255-Showers-Dr-APT-381-Mountain-View-CA-94040/19510929_zpid/
"553 W Middlefield Rd #l206, Mountain View, CA 94043",553 W Middlefield Rd #L206,Mountain View,CA,94043,960,"$3,890/mo",2 bds2 ba960 sqft,Apartment for rent,147 days ago,https://www.zillow.com/homedetails/553-W-Middlefield-Rd-L206-Mountain-View-CA-94043/2079642935_zpid/
"1047 Rich Ave, Mountain View, CA 94040",1047 Rich Ave,Mountain View,CA,94040,"7,096","$1,795/mo","1 bd1 ba7,096 sqft",Apartment for rent,147 days ago,https://www.zillow.com/homedetails/1047-Rich-Ave-Mountain-View-CA-94040/300473206_zpid/
"2679 Fayette Dr #104, Mountain View, CA 94040",2679 Fayette Dr #104,Mountain View,CA,94040,"1,044","$2,441/mo","2 bds1.5 ba1,044 sqft",Townhouse for rent,149 days ago,https://www.zillow.com/homedetails/2679-Fayette-Dr-104-Mountain-View-CA-94040/2081040152_zpid/
"842 N Rengstorff Ave, Mountain View, CA 94043",842 N Rengstorff Ave,Mountain View,CA,94043,725,"$2,150/mo",1 bd1 ba725 sqft,Apartment for rent,154 days ago,https://www.zillow.com/homedetails/842-N-Rengstorff-Ave-Mountain-View-CA-94043/2081296964_zpid/
"1900 California St, Mountain View, CA 94040",1900 California St,Mountain View,CA,94040,800,"$1,995+/mo",1 bd1 ba800 sqft,Apartment for rent,161 days ago,https://www.zillow.com/homedetails/1900-California-St-Mountain-View-CA-94040/300472769_zpid/
"529 Taylor Ct Apt 19, Mountain View, CA 94043",529 Taylor Ct APT 19,Mountain View,CA,94043,890,"$2,196/mo",2 bds1 ba890 sqft,Apartment for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/529-Taylor-Ct-APT-19-Mountain-View-CA-94043/2094619217_zpid/
"2673 Fayette Dr, Mountain View, CA 94040",2673 Fayette Dr,Mountain View,CA,94040,556,"$1,855/mo",1 bd1 ba556 sqft,Apartment for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/2673-Fayette-Dr-Mountain-View-CA-94040/2092234118_zpid/
"357 Flower Ln, Mountain View, CA 94043",357 Flower Ln,Mountain View,CA,94043,"1,625","$5,500/mo","3 bds2.5 ba1,625 sqft",Townhouse for rent,168 days ago,https://www.zillow.com/homedetails/357-Flower-Ln-Mountain-View-CA-94043/19518389_zpid/
"1815 Latham St, Mountain View, CA 94041",1815 Latham St,Mountain View,CA,94041,"3,776","$2,595/mo","2 bds1 ba3,776 sqft",Apartment for rent,180 days ago,https://www.zillow.com/homedetails/1815-Latham-St-Mountain-View-CA-94041/153171264_zpid/
"1356 W Dana St, Mountain View, CA 94041",1356 W Dana St,Mountain View,CA,94041,500,"$2,450/mo",1 bd1 ba500 sqft,Apartment for rent,204 days ago,https://www.zillow.com/homedetails/1356-W-Dana-St-Mountain-View-CA-94041/153170529_zpid/
"1765 Ednamary Way, Mountain View, CA 94040",1765 Ednamary Way,Mountain View,CA,94040,"1,100","$2,495/mo","2 bds1 ba1,100 sqft",Apartment for rent,240 days ago,https://www.zillow.com/homedetails/1765-Ednamary-Way-Mountain-View-CA-94040/300473160_zpid/
"2033 Latham St, Mountain View, CA 94040",2033 Latham St,Mountain View,CA,94040,500,"$1,850/mo",1 bd1 ba500 sqft,Apartment for rent,266 days ago,https://www.zillow.com/homedetails/2033-Latham-St-Mountain-View-CA-94040/300472873_zpid/
"236 Escuela Ave #27, Mountain View, CA 94040",236 Escuela Ave #27,Mountain View,CA,94040,"1,073","$2,990/mo","2 bds2 ba1,073 sqft",Apartment for rent,271 days ago,https://www.zillow.com/homedetails/236-Escuela-Ave-27-Mountain-View-CA-94040/2081515029_zpid/
"1114 Villa St Apt 4, Mountain View, CA 94041",1114 Villa St APT 4,Mountain View,CA,94041,,"$3,000/mo",1 bd1 ba-- sqft,Apartment for rent,321 days ago,https://www.zillow.com/homedetails/1114-Villa-St-APT-4-Mountain-View-CA-94041/2081971295_zpid/
"563 Alice Ave, Mountain View, CA 94041",563 Alice Ave,Mountain View,CA,94041,"2,000","$4,199/mo","3 bds2.5 ba2,000 sqft",House for rent,328 days ago,https://www.zillow.com/homedetails/563-Alice-Ave-Mountain-View-CA-94041/19518865_zpid/
"850 Calderon Ave, Mountain View, CA 94041",850 Calderon Ave,Mountain View,CA,94041,400,"$1,496/mo",Studio1 ba400 sqft,Apartment for rent,363 days ago,https://www.zillow.com/homedetails/850-Calderon-Ave-Mountain-View-CA-94041/300472883_zpid/
"1776 California St, Mountain View, CA 94041",1776 California St,Mountain View,CA,94041,"10,756","$1,795/mo","1 bd1 ba10,756 sqft",Apartment for rent,412 days ago,https://www.zillow.com/homedetails/1776-California-St-Mountain-View-CA-94041/300472807_zpid/
"(Undisclosed Address), Mountain View, CA 94040",(undisclosed Address),Mountain View,CA,94040,"1,850","$6,500/mo","3 bds3 ba1,850 sqft",Townhouse for rent,464 days ago,https://www.zillow.com/homedetails/Mountain-View-CA-94040/2083755721_zpid/
"2225 W Middlefield Rd, Mountain View, CA 94043",2225 W Middlefield Rd,Mountain View,CA,94043,"1,088","$4,100/mo","3 bds2 ba1,088 sqft",House for rent,75 days ago,https://www.zillow.com/homedetails/2225-W-Middlefield-Rd-Mountain-View-CA-94043/19507921_zpid/
"22441 Franklin Ct, Mountain View, CA 94040",22441 Franklin Ct,Mountain View,CA,94040,"2,100","$4,600/mo","3 bds2.5 ba2,100 sqft",House for rent,76 days ago,https://www.zillow.com/homedetails/22441-Franklin-Ct-Mountain-View-CA-94040/153195664_zpid/
"(Undisclosed Address), Mountain View, CA 94040",(undisclosed Address),Mountain View,CA,94040,"1,460","$4,099/mo","3 bds2.5 ba1,460 sqft",Townhouse for rent,76 days ago,https://www.zillow.com/homedetails/Mountain-View-CA-94040/2078581343_zpid/
"143 Whelan Ct, Mountain View, CA 94043",143 Whelan Ct,Mountain View,CA,94043,"1,390","$3,900/mo","3 bds2.5 ba1,390 sqft",Townhouse for rent,77 days ago,https://www.zillow.com/homedetails/143-Whelan-Ct-Mountain-View-CA-94043/19518452_zpid/
"181 Del Medio Ave Apt 106, Mountain View, CA 94040",181 Del Medio Ave APT 106,Mountain View,CA,94040,756,"$2,395/mo",1 bd1 ba756 sqft,Condo for rent,77 days ago,https://www.zillow.com/homedetails/181-Del-Medio-Ave-APT-106-Mountain-View-CA-94040/19510307_zpid/
"210 Easy St, Mountain View, CA 94043",210 Easy St,Mountain View,CA,94043,"20,944","$1,750/mo","1 bd1 ba20,944 sqft",Apartment for rent,78 days ago,https://www.zillow.com/homedetails/210-Easy-St-Mountain-View-CA-94043/300472975_zpid/
"1870 California St #9, Mountain View, CA 94041",1870 California St #9,Mountain View,CA,94041,800,"$2,495/mo",1 bd1 ba800 sqft,Apartment for rent,79 days ago,https://www.zillow.com/homedetails/1870-California-St-9-Mountain-View-CA-94041/2078618280_zpid/
"600 Rainbow Dr Apt 154, Mountain View, CA 94041",600 Rainbow Dr APT 154,Mountain View,CA,94041,880,"$2,501/mo",1 bd1 ba880 sqft,Apartment for rent,79 days ago,https://www.zillow.com/homedetails/600-Rainbow-Dr-APT-154-Mountain-View-CA-94041/19519050_zpid/
"610 Walker Dr, Mountain View, CA 94043",610 Walker Dr,Mountain View,CA,94043,600,"$1,850/mo",1 bd1 ba600 sqft,Apartment for rent,80 days ago,https://www.zillow.com/homedetails/610-Walker-Dr-Mountain-View-CA-94043/300472928_zpid/
"108 Bryant St Apt 6, Mountain View, CA 94041",108 Bryant St APT 6,Mountain View,CA,94041,"1,263","$3,850/mo","3 bds2.5 ba1,263 sqft",Condo for rent,80 days ago,https://www.zillow.com/homedetails/108-Bryant-St-APT-6-Mountain-View-CA-94041/54770288_zpid/
"(Undisclosed Address), Sunnyvale, CA 94086",(undisclosed Address),Sunnyvale,CA,94086,750,"$1,900/mo",1 bd1 ba750 sqft,Apartment for rent,81 days ago,https://www.zillow.com/homedetails/Sunnyvale-CA-94086/2078648205_zpid/
"1033 Crestview Dr Apt 303, Mountain View, CA 94040",1033 Crestview Dr APT 303,Mountain View,CA,94040,"1,140","$2,800/mo","2 bds2 ba1,140 sqft",Condo for rent,82 days ago,https://www.zillow.com/homedetails/1033-Crestview-Dr-APT-303-Mountain-View-CA-94040/19538320_zpid/
"166 Owens Ct, Mountain View, CA 94043",166 Owens Ct,Mountain View,CA,94043,"1,288","$4,500/mo","3 bds2.5 ba1,288 sqft",Townhouse for rent,82 days ago,https://www.zillow.com/homedetails/166-Owens-Ct-Mountain-View-CA-94043/19518738_zpid/
"500 W Middlefield Rd Apt 185, Mountain View, CA 94043",500 W Middlefield Rd APT 185,Mountain View,CA,94043,720,"$2,300/mo",1 bd1 ba720 sqft,Condo for rent,83 days ago,https://www.zillow.com/homedetails/500-W-Middlefield-Rd-APT-185-Mountain-View-CA-94043/19516733_zpid/
"2025 California St Apt 24, Mountain View, CA 94040",2025 California St APT 24,Mountain View,CA,94040,789,"$2,295/mo",2 bds1 ba789 sqft,Apartment for rent,84 days ago,https://www.zillow.com/homedetails/2025-California-St-APT-24-Mountain-View-CA-94040/19514717_zpid/
"698 Hope St, Mountain View, CA 94041",698 Hope St,Mountain View,CA,94041,"2,304","$2,695/mo","1 bd1 ba2,304 sqft",Condo for rent,85 days ago,https://www.zillow.com/homedetails/698-Hope-St-Mountain-View-CA-94041/153171901_zpid/
"529d Thompson Ave #d, Mountain View, CA 94043",529D Thompson Ave #D,Mountain View,CA,94043,"1,000","$2,490/mo","2 bds1 ba1,000 sqft",Apartment for rent,85 days ago,https://www.zillow.com/homedetails/529D-Thompson-Ave-D-Mountain-View-CA-94043/2078712873_zpid/
"123 Huntington Ct, Mountain View, CA 94043",123 Huntington Ct,Mountain View,CA,94043,"1,278","$3,650/mo","3 bds2.5 ba1,278 sqft",Townhouse for rent,85 days ago,https://www.zillow.com/homedetails/123-Huntington-Ct-Mountain-View-CA-94043/51073592_zpid/
"(Undisclosed Address), Mountain View, CA 94043",(undisclosed Address),Mountain View,CA,94043,"2,000","$5,800/mo","4 bds3.5 ba2,000 sqft",Townhouse for rent,88 days ago,https://www.zillow.com/homedetails/Mountain-View-CA-94043/2078734209_zpid/
"776 Palo Alto Ave, Mountain View, CA 94041",776 Palo Alto Ave,Mountain View,CA,94041,,"$1,750/mo",1 bd1 ba-- sqft,Apartment for rent,88 days ago,https://www.zillow.com/homedetails/776-Palo-Alto-Ave-Mountain-View-CA-94041/2103372648_zpid/
"2000 Colony St Apt 6, Mountain View, CA 94043",2000 Colony St APT 6,Mountain View,CA,94043,790,"$2,200/mo",2 bds1 ba790 sqft,Apartment for rent,88 days ago,https://www.zillow.com/homedetails/2000-Colony-St-APT-6-Mountain-View-CA-94043/2099210910_zpid/
"3510 Pyramid Way, Mountain View, CA 94043",3510 Pyramid Way,Mountain View,CA,94043,"1,776","$4,500/mo","3 bds3 ba1,776 sqft",House for rent,89 days ago,https://www.zillow.com/homedetails/3510-Pyramid-Way-Mountain-View-CA-94043/246246849_zpid/
"(Undisclosed Address), Mountain View, CA 94040",(undisclosed Address),Mountain View,CA,94040,"1,206","$2,950/mo","2 bds2 ba1,206 sqft",Condo for rent,90 days ago,https://www.zillow.com/homedetails/Mountain-View-CA-94040/2078785127_zpid/
"2701 Fairbrook Dr, Mountain View, CA 94040",2701 Fairbrook Dr,Mountain View,CA,94040,"2,700","$5,300/mo","5 bds3 ba2,700 sqft",House for rent,90 days ago,https://www.zillow.com/homedetails/2701-Fairbrook-Dr-Mountain-View-CA-94040/19535629_zpid/
"96 Freedom Ln, Mountain View, CA 94040",96 Freedom Ln,Mountain View,CA,94040,"1,292","$4,200/mo","3 bds3 ba1,292 sqft",Townhouse for rent,92 days ago,https://www.zillow.com/homedetails/96-Freedom-Ln-Mountain-View-CA-94040/19510774_zpid/
"600 Rainbow Dr Apt 160, Mountain View, CA 94041",600 Rainbow Dr APT 160,Mountain View,CA,94041,"1,440","$4,156/mo","3 bds2 ba1,440 sqft",Apartment for rent,,https://www.zillow.com/homedetails/600-Rainbow-Dr-APT-160-Mountain-View-CA-94041/19519056_zpid/
"201 Sherland Ave, Mountain View, CA 94043",201 Sherland Ave,Mountain View,CA,94043,"1,694","$3,695/mo","3 bds3 ba1,694 sqft",Apartment for rent,94 days ago,https://www.zillow.com/homedetails/201-Sherland-Ave-Mountain-View-CA-94043/19517282_zpid/
"550 Ortega Ave Apt B327, Mountain View, CA 94040",550 Ortega Ave APT B327,Mountain View,CA,94040,"1,072","$2,700/mo","2 bds2 ba1,072 sqft",Apartment for rent,94 days ago,https://www.zillow.com/homedetails/550-Ortega-Ave-APT-B327-Mountain-View-CA-94040/19510571_zpid/
"849 Church St #1221, Mountain View, CA 94041",849 Church St #1221,Mountain View,CA,94041,950,"$4,490/mo",2 bds2 ba950 sqft,Apartment for rent,99 days ago,https://www.zillow.com/homedetails/849-Church-St-1221-Mountain-View-CA-94041/2079628912_zpid/
"672 Chiquita Ave, Mountain View, CA 94041",672 Chiquita Ave,Mountain View,CA,94041,"4,466","$2,700/mo","2 bds1 ba4,466 sqft",House for rent,101 days ago,https://www.zillow.com/homedetails/672-Chiquita-Ave-Mountain-View-CA-94041/300472858_zpid/
